brand,product_name
联想（Lenovo）,联想小新潮5000进化升级酷睿I7高性能独显笔记本电脑轻薄家用办公游戏本IdeaPad330C-14 定制I7-8550U/8G/1T+128G固态 2G独显 W10 全新黑色外观
华为（HUAWEI）,华为（HUAWEI） 笔记本MateBook D 15.6英寸超轻薄商务办公手提电脑王者荣耀游戏本 预定2018版︱银i7+8G+128G+1T+独显 官方标配
联想（Lenovo）,联想Yoga720笔记本电脑12.5英寸触摸屏超薄PC平板二合一轻薄便携触控超极本手提商务办公白领 傲娇银：i5-7200 8G 256G固态
苹果（Apple）,苹果（Apple） MacBook Pro13.3英寸 2018新款/2017款苹果笔记本电脑 17款灰色/128G/无Bar/MPXQ2CH/A
华硕（ASUS）,华硕(ASUS) 思聪本E203NA 11.6英寸多彩轻薄便携笔记本电脑(Intel处理器 4G 128G EMMC Win10)珍珠白
外星人（Alienware）,外星人Alienware17.3英寸眼球追踪游戏笔记本电脑(八代i7-8750H 16G 256GSSD 1T GTX1080 8G独显 QHD)
戴尔（DELL）,戴尔（DELL） 【5900好评】灵越学生轻薄商务办公游戏i5笔记本电脑手提15.6英寸独显高清屏 15.6英寸 i5-8250U 黑色 8G内存 120G固态+1TB机械 定制版
小米（MI）,小米（MI） 笔记本Air 12.5英寸金属超轻薄商务办公手提电脑 【12.5银色】M-7Y30 4G 256G
YEPO,YEPO 锋锐5 15.6英寸超薄游戏商务笔记本电脑 学生轻薄便携手提超极本 【热卖】6G内存+256G固态
联想（Lenovo）,联想（Lenovo） 小新潮7000超轻薄窄边框14英寸学生娱乐手提笔记本电脑办公固态上网本超极本 官标i3-8130U【4G+128G固态】 湖光蓝 win10 office2016
华为（HUAWEI）,华为（HUAWEI） 笔记本MateBook D 15.6英寸超轻薄商务办公手提电脑王者荣耀游戏本 2018定制版︱银i5+8G+128+500+独显 官方标配
神舟（HASEE）,神舟(HASEE)精盾T96E GTX1060 94%色域15.6英寸120Hz电竞屏 商务游戏笔记本电脑(i7-8750H 8G 1T+256G SSD)
联想（Lenovo）,联想小新潮7000 14英寸新8代酷睿I5 超薄笔记本电脑 超薄本 轻薄本 超级本air13升级 定制I5-8250U 8G 256G固态 2G独显 Win10 银色
ThinkPad,ThinkPad 联想 联想2018新款 P系列 P52S新款移动图形工作站笔记本商务办公手提电脑 05CD定制C：i7 16G 256G+1T i7-8550U P500图形显卡/WIN10
华硕（ASUS）,华硕(ASUS) 灵耀S 2代 15.6英寸三面微边轻薄笔记本电脑(i5-8250U 8G 512GSSD MX150 2G IPS)星空灰(S5300)
惠普（HP）,惠普（HP） 旗舰店【学生精选】小欧HP14 超薄便携本酷睿i5游戏本办公本手提游戏笔记本电脑 i5/8G/256G/2G独显（银色）
华硕（ASUS）,华硕（ASUS） 金属笔记本电脑 灵耀2代S4300/S4100 窄边框14英寸固态轻薄本2G独显 S4300 冰金色MX150 2G 配置一：I5-8250/8G/256SSD
ThinkPad,联想笔记本ThinkPad New S2轻薄本（14CD）13.3英寸商务办公笔记本电脑超极本i5
惠普（HP）,惠普（HP） 光影精灵4代Pro 暗影精灵4 15.6英寸4G独显游戏笔记本电脑四核I5-8300H I5-8300H8G内存1T机械+128固态 标配 GTX1050TI4G 显卡 窄边框 IPS屏
神舟（HASEE）,神舟（HASEE） 战神K650D-G4D/D2/E1升级版 MX150独显 学生游戏笔记本手提电脑 战神K650D-G4D 升级至8G内存+128G固态+1TB机械盘
联想（Lenovo）,联想 Miix520二合一平板电脑 12英寸笔记本电脑（i3-7100U 4G/128G/内含键盘/指纹识别）星际灰
雷神（ThundeRobot）,雷神（ThundeRobot）911Targa曜蓝版B85 15.6英寸吃鸡游戏本（I7-8750H 8G 128G SSD+1T GTX1050Ti 4G IPS)
戴尔（DELL）,戴尔（DELL） 旗舰店 燃5000 高清大屏15.6英寸轻薄游戏笔记本手提商务电脑灵越 不凡银 i5-8250U/15.6英寸FHD屏 定制三 8G/1T+128 PCIE/2G独显
华硕（ASUS）,华硕（ASUS） 飞行堡垒FX80/FX86吃鸡游戏本15.6英寸轻薄便携商务办公笔记本电脑 配置八8代i7/8G/256PCI-E+1T
联想（Lenovo）,联想小新潮7000 2018新款15.6英寸超轻薄笔记本电脑超极本学生手提办公窄边框固态硬盘独显 A6 8G/2T+128G固态/2G独显定制 AMD R530 DDR5
联想（Lenovo）,联想（Lenovo） 小新潮7000-14英寸第八代英特尔酷睿处理器超轻薄窄边框学生游戏笔记本电脑 i5-8250U/4G/1T+128G/2G定制
ThinkPad,联想ThinkPad E580（01CD）15.6英寸轻薄窄边框笔记本电脑（i5-8250U 8G 1T RX550 2G独显 FHD）黑色
华为（HUAWEI）,华为（HUAWEI）笔记本MateBook D超轻薄15.6英寸2018新款学生电脑王者荣耀游戏本 升级版｜银i7 16G 256G 独显 预订 豪华礼包套装
华为（HUAWEI）,华为（HUAWEI） MateBook X Pro 13.9英寸全面屏微边框笔记本电脑超级轻薄商务本 银色 i5/8G/256G固态+MX150 独显
宏碁（acer）,宏碁（Acer）墨舞EX2519 15.6英寸笔记本（四核N3160 4G 128G SSD 蓝牙 高清雾面屏 win10）黑色
ThinkPad,ThinkPad 联想 E580（2BCD）15.6英寸窄边框笔记本电脑（i5-8250U 8G 128G+1T 2G独显 FHD 正版Office+Win10）银色
微软（Microsoft）,微软（Microsoft）Surface Laptop 2 超轻薄触控笔记本（13.5英寸 第八代Core i7 8G 256G SSD ）灰钴蓝
华硕（ASUS）,华硕（ASUS） 笔记本电脑游戏轻薄本顽石五代F580吃鸡15.6英寸8代i5超薄学习办公手提电脑 雪山白 套餐四8G内存/1TB硬盘+120G固态
戴尔（DELL）,戴尔（DELL） 金属超级本灵越5370 13.3英寸轻薄便携商务办公手提笔记本电脑学生本 人气粉【金属超薄本】 I3-7130/4G /128G 固态 标配
宏碁（acer）,宏碁(Acer) 15.6英寸金属办公便携轻薄笔记本电脑 炫6 A615(i5-8250U 8G 256GSSD 标压MX150 2G IPS全高清)
APPLE苹果,APPLE苹果 2018新款MacBook Pro 13.3英寸苹果笔记本电脑2017款 18新款MR9Q2CH/A灰色-256G带Bar
Apple,Apple MacBook 12英寸笔记本电脑 金色（2017款Core i5 处理器/8GB内存/512GB闪存 MNYL2CH/A）
惠普（HP）,惠普(HP)星 15-cs1068TX 15.6英寸轻薄笔记本电脑(i5-8265U 8G 512G PCIe SSD GTX1050 2G独显FHD IPS)银
戴尔（DELL）,戴尔（DELL） 灵越游匣G3游戏本 15.6英寸ips高清八代标压手提电竞游戏笔记本电脑 独显 GTX1050 八代六核I7-8750H 8G内存 1T机械+128固态 标配
华为（HUAWEI）,华为（HUAWEI）笔记本MateBook D超轻薄15.6英寸2018新款学生电脑王者荣耀游戏本 升级版｜银i5 8G 128G PCIe+1TB 豪华礼包套装
机械革命（MECHREVO）,机械革命(MECHREVO)S1 72%IPS1.18kg14英寸独显窄边框轻薄笔记本电脑i7-8550U 8G 512G MX150 灰 OFFICE 背光
宏碁（acer）,宏碁（Acer）墨舞TX50 15.6英寸笔记本（i5-7200U 4G DDR4 128GB SSD+500G 940MX 2G DDR5显存 全高清）
华为（HUAWEI）,华为(HUAWEI)MateBook E 12.0英寸二合一笔记本电脑（i5 8G 256G Win10 内含扩展坞）钛银灰主机/蓝色键盘
小米（MI）,小米（MI） 笔记本Air 12.5英寸金属超轻薄商务办公手提电脑 【12.5银色】M-7Y30 4G 128G
惠普（HP）,惠普（HP） ENVY x360 13-ag0007AU 超轻薄笔记本电脑 13.3英寸便携PC平板 曜石黑 锐龙R5-2500U 标配 8G内存 256G PCIE 固态
戴尔（DELL）,戴尔（DELL）成就3572-R1208B 15.6英寸四核商务办公学生家用娱乐手提便携笔记本电脑 黑色 N5000四核 4G内存 1T机械硬盘 DVD光驱 官方标配
ThinkPad,联想笔记本ThinkPad X280轻薄笔记本电脑 12.5英寸商务办公手提电脑2018款 1VCD@i3-7020U 8G 180GSSD Win10系统 黑色
戴尔（DELL）,戴尔DELL游匣G3 17.3英寸游戏笔记本电脑(i7-8750H 8G 128GSSD 1T GTX1060MQ 6G独显 背光键盘 72色域 IPS)黑
微软（Microsoft）,微软（Microsoft）Surface Laptop超轻薄触控笔记本（13.5英寸 i5-7200U 8G 256GSSD Windows10S）灰钴蓝
ThinkPad,联想ThinkPad E480（35CD）14英寸窄边框笔记本电脑（i5-7200U 4G 500G Win10）黑
宏碁（acer）,宏碁（acer） 宏碁官方旗舰店A315/ES1-433G轻薄便携学生商务办公笔记本电脑手提酷睿I5 i5-7200U/MX130-2G 套餐一：4G/500G
联想（Lenovo）,联想小新Air14 2018款14英寸八代超薄笔记本电脑固态轻薄超极本手提本窄边框背光键盘 荣耀银 i5-8250U 8G 256G固态 独显
宏碁（acer）,宏碁（Acer）墨舞P238 13.3英寸轻薄笔记本（i5-7200U 8G 1TB IPS全高清 Win10 金属拉丝 1.55kg）
戴尔（DELL）,戴尔（DELL） 旗舰店 灵越5488 八代轻薄微边框指纹便携IPS全高清防眩光14英寸笔记本电脑 1505银:i5/8G/256G PCIe
华硕（ASUS）,华硕顽石(ASUS) 畅玩版R540UP 15.6英寸娱乐办公笔记本电脑(i5-8250U 4G 500G 2G独显)巧克力黑
联想（Lenovo）,联想IdeaPad330-15英寸酷睿i3超薄本轻薄学生便携商务手提办公游戏独显笔记本电脑小新潮 定制二 i3-7020U/4G/1TB+128G R5 2G独显 15.6英寸 星空银
微软（Microsoft）,微软（Microsoft）Surface Laptop 2 超轻薄触控笔记本（13.5英寸 第八代Core i5 8G 256G SSD ）灰钴蓝
机械革命（MECHREVO）,机械革命(MECHREVO)Z2 144Hz72% GTX1060 15.6英寸窄边游戏笔记本i5-8300H 8G 120G+1T 机械键盘Office2016
LG,LG gram13 13Z980-G.AA53C 轻薄 长续航 窄边框(13.3英寸 i5-8250U 8G 256GB SSD FHD IPS 指纹 背光）白色
神舟（HASEE）,神舟(HASEE)精盾KINGBOOK T97C GTX1070Max-Q 72%色域15.6英寸游戏笔记本电脑（I7-7700HQ 16G 1T+128G SSD）
ThinkPad,ThinkPad 联想R480 14英寸轻薄便携商务办公手提笔记本电脑 04CD@i5-8250u 8G 500GB硬盘 Win10系统
联想（Lenovo）,联想(Lenovo) 720S13.3英寸超轻薄窄边框笔记本电脑（AMD锐龙7 8G 256G 100%sRGB Office2016 指纹识别）银
外星人（Alienware）,外星人Alienware15.6英寸机皇4K游戏笔记本电脑(八代i9-8950HK 32G 1TSSDX2 1T GTX1080MQ 8G独显 UHD)
戴尔（DELL）,戴尔DELL燃7000 3代 14.0英寸轻薄窄边框笔记本电脑(i5-8265U 8G 256GSSD FHD 背光键盘)太阳金
联想（Lenovo）,联想(Lenovo)YOGA720 12.5英寸超轻薄触控笔记本电脑(I5-7200U 8G 256G Office2016 360度翻转)天蝎灰
ThinkPad,ThinkPad 联想S2 2018新款 13.3英寸轻薄便携ibm商务出差办公笔记本电脑 0JCD标配丨8G 256G固态 指纹 经典黑 i5-8250U Win10
三星（SAMSUNG）,三星（SAMSUNG）35X0AA-X07 15.6英寸轻薄笔记本电脑（i5-8250U 8G 256GSSD 2G独显 FHD全高清 Win10）黑
APPLE苹果,APPLE苹果 MacBook air苹果电脑笔记本13.3英寸2017年款轻薄本 标配+苹果鼠标+无线充电鼠标垫（下单送超值大礼包） i5/8GB内存/256GB闪存【D42】
华硕（ASUS）,华硕(ASUS) 灵耀U 13.3英寸超窄边框超轻薄笔记本电脑(i7-8550U 8G 512GSSD MX150 2G IPS)尊爵蓝(U3100)
联想（Lenovo）,联想（Lenovo） 拯救者Y7000 15.6英寸吃鸡游戏笔记本电脑GTX1050独显 酷睿8代 定制i5-8300H/8G/1T+256G/4G
LG,LG gram14 14Z980-G.AA53C 轻薄 长续航 窄边框(14英寸 i5-8250U 8G 256GB SSD FHD IPS 指纹 背光 )白色
微软（Microsoft）,微软（Microsoft）Surface Book 2 二合一平板电脑笔记本 13.5英寸（Intel i5 8G内存 256G存储）银色
戴尔（DELL）,戴尔DELL燃7000 ii 灵越7572 15.6英寸微边框轻薄超极本商务办公学生手提笔记本电脑 流光银i5-8250U 4G独显MX150 8G内存 128G固态+1TB 官方标配
华为（HUAWEI）,华为(HUAWEI)MateBook E 12.0英寸二合一笔记本电脑（m3 4G 128G Win10 内含扩展坞）香槟金主机/棕色键盘
APPLE苹果,APPLE苹果 MacBook air苹果电脑笔记本13.3英寸2017年款轻薄本 标配+防水手提包+无线充电鼠标垫（下单送超值礼包） i5/8GB内存/256GB闪存【D42】
华为（HUAWEI）,华为(HUAWEI) MateBook X 13英寸超轻薄微边框笔记本(i5-7200U 4G 256G 拓展坞 2K屏 指纹 背光 office)灰
神舟（HASEE）,神舟(HASEE)优雅XS-3000 S1 14英寸超级笔记本电脑(N3160 4G 256G SSD NGFF)银白色
华硕（ASUS）,华硕(ASUS) 飞行堡垒4 GTX1060 6G 15.6英寸120Hz电竞屏游戏笔记本电脑(i7-7700HQ 8G 128GSSD+1T)(FX63)
戴尔（DELL）,戴尔DELL G3 17.3英寸高色域游戏笔记本电脑(i7-8750H 16G 256GSSD+2T GTX1060MQ 6G独显 背光键盘 IPS)黑
宏碁（acer）,宏碁Acer15.6英寸144Hz电竞游戏笔记本电脑 暗影骑士3 AN5 i5 8代标压 8G 128GSSD+1T 背光 GTX1050Ti 4G IPS
华硕（ASUS）,华硕（ASUS） 笔记本电脑游戏轻薄本顽石五代F580吃鸡15.6英寸8代i5超薄学习办公手提电脑 星空灰 套餐六 8G内存/1TB硬盘+240G固态
LG,LG gram15 15Z980-G.AA52C 轻薄长续航窄边框 (15.6英寸 i5-8250U 8G 256GB SSD FHD IPS 指纹 背光)银
戴尔（DELL）,戴尔（DELL） 灵越14E-3476/15E-3576 14英寸商务办公轻薄笔记本电脑 2G独显 15.6英寸i5八代/8G/128G/1T定制
戴尔（DELL）,戴尔（DELL） 灵越5570 燃5000 15.6英寸独显轻薄超极本商务办公学生游戏笔记本电脑 1525炫酷银 8代i5-8250U 2G独显 4G内存 128G固态+1T 定制版
ThinkPad,ThinkPad 联想 黑将S5（0YCD）15.6英寸高性能游戏笔记本电脑 黑色 四核i5-7300HQ 8GB内存+128G固态+1TB机械【升级A】
ThinkPad,ThinkPad 联想P52s 2018款高端笔记本电脑移动图形工作站@05CD i7 8550u 升级至16G内存 256G+1TB硬盘
惠普（HP）,惠普（HP） 官方授权旗舰店 星系列14微边框轻薄本 笔记本手提电脑超薄商务学生游戏i5【新品上市】 初恋粉：【FHD IPS屏】 配置四：i7/8G/128G+1T/MX150
ThinkPad,ThinkPad 联想 E580 15.6英寸大屏商务办公游戏笔记本电脑 I5-7200U 标配 4G内存 500G硬盘@17CD
联想（Lenovo）,联想轻薄超极本IdeaPad330-15 320酷睿i3 手提商务办公学生家用笔记本电脑 超薄本 定制：i3-7100 8G 120G+1T双硬盘
联想（Lenovo）,联想 ideapad330C 14英寸轻薄笔记本电脑商用手提 酷睿八代四核i7/i5满血版显卡 i5-8250 4G 128G固态+1T定制 MX110 2G独显
戴尔（DELL）,戴尔DELL XPS15.6英寸轻薄窄边框高性能笔记本电脑(i5-8300H 8G 128GSSD 1T GTX1050 4G独显 指纹识别 IPS)银
雷神（ThundeRobot）,雷神（ThundeRobot）911Dino-X8 15.6英寸吃鸡游戏笔记本（I7-8750H 16G 256G SSD+1T GTX 1070 8G 144HZ屏）
宏碁（acer）,宏碁（Acer）墨舞TX50 15.6英寸笔记本（i5-7200U 4G DDR4 128GB SSD 940MX 2G DDR5显存）黑色
ThinkPad,联想ThinkPad X1 Yoga 2018（0TCD）14英寸翻转触控笔记本电脑（i7-8550U 16G 512GSSD WQHD）黑色
戴尔（DELL）,戴尔（DELL） 灵越5370 13.3英寸8代酷睿四核超极本商务办公轻薄笔记本电脑 金属便携手提本 5370-2505P i5-8250U 女神粉 8G内存 240G固态 定制版
华为（HUAWEI）,华为（HUAWEI） 笔记本MateBook X Pro超轻薄13.9英寸全面屏男女生款超极本电脑 皓月银｜i5 8G 256G MX150独显 豪华礼包套装
惠普（HP）,惠普（HP） 薄锐ENVY13新品 13.3英寸超轻薄金属窄边框商务办公家用游戏超级本手提笔记本电脑 银新品8.5代i5 8G 360GSSD 2G独显 72%色域FHD IPS高清屏 指纹识别 背光
华为（HUAWEI）,华为（HUAWEI） 笔记本 MateBook X Pro 13.9英寸轻薄电脑3K触控屏金属超极本 灰色︱i7/16G/512G固态+MX150独显 官方标配
华为（HUAWEI）,华为（HUAWEI） 笔记本MateBook X Pro超轻薄13.9英寸全面屏男女生款超极本电脑 星空灰｜i7 16G 512G MX150独显 豪华礼包套装
戴尔（DELL）,戴尔（DELL） 灵越5570 燃5000 15.6英寸独显轻薄超极本商务办公学生游戏笔记本电脑 1525炫酷银 8代i5-8250U 2G独显 8G内存 256G固态+1T 定制版
联想（Lenovo）,联想IdeaPad330 新8代酷睿I3超性能笔记本电脑 超薄本大学生游戏独显轻薄本办公商用本小新潮 定制：I3-8121U 8G内存 1TB硬盘 R5 2GB显卡 W10 银色 15.6英寸
联想（Lenovo）,联想（Lenovo） 笔记本电脑 V130轻薄商务办公游戏本 15.6英寸家用酷睿I5高颜值实力派 尊享版 i5 8G内存 1T+128G固态 2G独显 正版office2016
联想（Lenovo）,联想IdeaPad330 新8代酷睿I3超性能笔记本电脑 超薄本大学生游戏独显轻薄本办公商用本小新潮 定制：I3-8121U 4G内存 128G固态 R5 2GB显卡 W10 银色 15.6英寸
ThinkPad,ThinkPad E580 19CD联想商务办公笔记本电脑i5-8250U 四核独显高清屏 银色
惠普（HP）,惠普（HP） 旗舰店【学生精选】小欧HP14 超薄便携本酷睿i5游戏本办公本手提游戏笔记本电脑 i5/8G/1TB+256G/2G独显（银色）
惠普（HP）,惠普（HP）薄锐ENVY 13-ah1003TX 13.3英寸超轻薄笔记本电脑（i5-8265U 8G 360GSSD Mx150 2G独显 FHD）金
小米（MI）,小米（MI） 笔记本Air 13.3英寸金属轻薄窄边框笔记本电脑学生轻薄本家用商务办公本 四核增强版I5-8250 8G 256G 2G灰色 标配
华硕（ASUS）,华硕（ASUS） 笔记本电脑顽石五代FL8000UF8550学生15.6英寸热血游戏本商务便携手提 星空灰i7-8550/MX130 2G 配置五12G内存/1TB+128G固态硬盘定制
宏碁（acer）,宏碁(Acer)暗影骑士3游戏本 15.6英寸笔记本电脑AN5(i5八代标压 8G 128G SSD+1T GTX1060 6G IPS 背光键盘)
苹果（Apple）,苹果（Apple） MacBook Pro15.4英寸 2018新款/2017款苹果笔记本电脑 18款-MR932CH/A-灰色-256G
华硕（ASUS）,华硕（ASUS)金属超薄笔记本电脑灵耀R421/S4000轻薄14英寸i5游戏手提电脑 冰金i5-8250U S4000定制版8G/1T+256G固态/高分
联想（Lenovo）,联想超薄本小新潮7000 13.3/14英寸超极本酷睿固态轻薄便携家用商务办公学生手提笔记本电脑 银色13.3（i5-8250U 4G 256G）
戴尔（DELL）,戴尔DELL成就Vostro14-5468R-1605G 14英寸轻薄笔记本电脑(i5-7200U 4G 256GSSD Win10)金
联想（Lenovo）,联想（Lenovo）扬天V330 14英寸轻薄笔记本电脑(锐龙四核R5-2500U 8G 256G SSD 集显 win10 两年上门)星空灰
苹果（Apple）,苹果（Apple） MacBook Pro13.3英寸 2018新款/2017款苹果笔记本电脑 17款银色/128G/无Bar/MPXR2CH/A
三星（SAMSUNG）,三星（SAMSUNG） 350xaa15.6英寸超轻薄本商务游戏办公手提游戏超级本笔记本电脑 i7-8550 MX110 2G独显 黑/灰 12G 512G固态 时尚超薄
惠普（HP）,惠普（HP）薄锐ENVY 13-ah1004TU 13.3英寸超轻薄笔记本电脑（i7-8565U 8G 360G SSD UMA FHD IPS）银色
华为（HUAWEI）,华为（HUAWEI） 荣耀笔记本MagicBook 14英寸超轻薄窄边框商务办公电脑指纹识别超极本 冰河银︱i7/8G/256G固态+MX150独显
宏碁（acer）,宏碁（Acer）墨舞TX40 14英寸笔记本（i5-7200U 4G 128G+500G 940MX 2G DDR5显存 全高清 背光键盘）
联想（Lenovo）,联想扬天V130（V110升级版）15.6英寸笔记本电脑 超轻薄游戏办公娱乐便携手提商务本 顶配升级：i5七代 8G内存 1T+256G固态 AMD R5 2G独显 win10系统
小米（MI）,【速发】小米Air笔记本电脑13.3英寸 金属超轻薄便携学习办公游戏本 手提电脑全高清屏背光键盘 【银色四核i5八代】8G/256G固态/2G独显
微软（Microsoft）,微软（Microsoft） 新品New Surface Pro 5 笔记本平板电脑二合一6 Go办公 i5 8G内存 128G存储 官方标配+原装键盘
联想（Lenovo）,联想小新潮7000 2018新款14英寸超轻薄笔记本电脑超极本学生商用办公手提电脑上网本窄边框 官方标配:A4 4G 128G 2G独显
联想（Lenovo）,联想笔记本电脑 小新潮7000 13.3英寸窄边框超轻薄便携手提固态学生 商务办公超极本 花火银 标配版I3-7100U 4G 128G高速固态
ThinkPad,ThinkPad 联想R480 14英寸轻薄便携商务办公手提笔记本电脑 0VCD@i3-7020u 4G 256GB固态 Win10系统
宏碁（acer）,宏碁(Acer)翼舞E5-576G 15.6英寸办公便携笔记本电脑(i5-7200U 8G 256G SSD 940MX 2G GDDR5 独显 全高清)
ThinkPad,联想ThinkPad S2 2018（07CD）13.3英寸轻薄笔记本电脑（i5-8250U 8G 256GSSD 背光键盘 FHD）黑色
联想（Lenovo）,联想笔记本电脑Yoga710/720 14英寸i5触摸屏超薄商务办公轻薄触控PC平板二合一超极本12 定制银色：i5-7200U 8G 256G固态
小米（MI）,小米（MI） 笔记本Pro 15.6英寸金属超轻薄手提电脑 深空灰︱i5-8250U 8G 256G 独显
联想（Lenovo）,联想小新潮7000 14英寸新8代酷睿I5 超薄笔记本电脑 超薄本 轻薄本 超级本air13升级 定制I5-8250U 8G 1TB+128G固态 2G独显 Win10 银色
联想（Lenovo）,联想(Lenovo)Ideapad720S 13.3英寸超轻薄笔记本电脑(I7-8550U 8G 256G Office2016 IPS 1.1Kg)香槟金
华硕（ASUS）,华硕（ASUS） 笔记本电脑游戏轻薄本顽石五代F580吃鸡15.6英寸8代i5超薄学习办公手提电脑 星空灰 套餐一 4G内存/1TB硬盘
华硕（ASUS）,华硕（ASUS） 顽石热血版YX570笔记本电脑15.6英寸ips高清屏轻薄便携吃鸡游戏本 AMD锐龙四核处理器 GTX1050-2G/8G/1T+256G 套餐五
ThinkPad,ThinkPad 联想 黑将S5（07CD）15.6英寸四核游戏笔记本电脑i7-7700HQ 8GB内存+180G固态+1TB机械【升级A】 GTX1050Ti 背光键盘 黑色
ThinkPad,ThinkPad 联想 E480（0QCD）14英寸轻薄商务学生笔记本电脑 i5-8250U 8G内存 256G固态硬盘 RX550-2G FHD屏Win10 Office
惠普（HP）,惠普（HP） 官方授权旗舰店 星系列14微边框轻薄本 笔记本手提电脑超薄商务学生游戏i5【新品上市】 静谧银：【FHD IPS屏】 配置四：i7/8G/128G+1T/MX150
联想（Lenovo）,【京东秒杀】联想笔记本小新潮7000 2018新款14/15.6英寸独显超轻薄本 商用办公手提电脑 升级版【A6-9225/8G/2T+256固态】
华硕（ASUS）,华硕（ASUS）笔记本电脑FL8000游戏本顽石吃鸡15.6英寸手提电脑商务办公 星空灰 i7/4G/1TB+128G/2G独显【定制游戏】
LG,LG gram14 14Z980-G.AA52C 轻薄 长续航 窄边框(14英寸 i5-8250U 8G 256GB SSD FHD IPS 指纹 背光)深邃银
苹果（Apple）,苹果（Apple） MacBook Air 苹果笔记本电脑 13.3英寸轻薄本 套餐版下单即送大礼包 2017款/256GB/D42+高端内胆包+清洁液
ThinkPad,ThinkPad 联想 X270系列12.5英寸IBM超薄笔记本电脑商务轻薄便携超极本 7代i5 8G 128G+1T 4HCD WIN10
联想（Lenovo）,联想IdeaPad320-15四核芯N3450独显性能超轻薄本 笔记本电脑 游戏影音商务办公学生本s 推荐定制版本三：8G 500+128G固态 2G独显 W10 银色
惠普（HP）,惠普（HP） 薄锐ENVY15 X360 15.6英寸轻薄本触控翻转游戏本超薄窄边框超极本笔记本电脑 8.5代i5 8G PCIE256G+1T定制 MX150满血版 4G独显 触控屏 平板二合一
戴尔（DELL）,戴尔（DELL） 旗舰店 灵越7580 15.6英寸酷睿八代轻薄IPS微边框2G独显笔记本电脑 1725银:i7/8G/混合硬盘/2G独显
机械革命（MECHREVO）,机械革命(MECHREVO)Z2 144Hz72% GTX1050Ti 15.6英寸窄边游戏笔记本i7-8750H 8G 120G+1T 机械键盘Office2016
戴尔（DELL）,戴尔（DELL）燃7000 3代 灵越14.0英寸8代轻薄窄边框笔记本电脑轻薄便携本PCI-E固态 银色 MX150 2G独显 四核i5-8265U 8GB 256GSSD NVME 标配
华硕（ASUS）,华硕（ASUS） 笔记本x555 15.6英寸商务家用上网轻薄便携学生手提超薄超极本游戏笔记本电脑 白色 E2-9010/8G/500G+240G固态
ThinkPad,联想ThinkPad New S2 13.3英寸ibm商务办公轻薄金属超极本笔记本电脑 C3965U 8GB 256G固态@0CCD升配 配置【金属机身支持180°打开】
戴尔（DELL）,戴尔DELL成就5000小妖金13.3英寸商务办公超轻薄便携笔记本电脑(i7-8550U 8G 512GSSD AMD R530 4G独显 IPS)
戴尔（DELL）,戴尔（DELL） 【旗舰店】金属超极本 灵越5000系列 超薄轻薄手提学生游戏笔记本电脑【新品上市】 人气粉【金属超薄本 IPS高分屏】 i5/4G/128G PCI-E固态/SSD
宏碁（acer）,宏碁（acer） 宏碁官方旗舰店A315/ES1-433G轻薄便携学生商务办公笔记本电脑手提酷睿I5 i5-7200U/MX130-2G 套餐二:4G/500+128G
苹果（Apple）,苹果（Apple） MacBook Pro15.4英寸 2018新款/2017款苹果笔记本电脑 18款-MR962CH/A-银色-256G
戴尔（DELL）,戴尔（DELL）Latitude 3490 14英寸商用笔记本(Cel-3865U 4G 1TB HD 集显 Win10H 1年上门)
微软（Microsoft）,微软（Microsoft）Surface Laptop 2 超轻薄触控笔记本（13.5英寸 第八代Core i7 8G 256G SSD ）深酒红
微软（Microsoft）,微软（Microsoft）Surface Laptop 2 超轻薄触控笔记本（13.5英寸 第八代Core i7 8G 256G SSD ）典雅黑
联想（Lenovo）,联想IdeaPad330 新8代酷睿I3超性能笔记本电脑 超薄本大学生游戏独显轻薄本办公商用本小新潮 定制：I3-8121U 8G 1TB+256G固态 R5 2GB显卡 W10 银色 15.6英寸
华硕（ASUS）,华硕（ASUS） 笔记本x555 15.6英寸商务家用上网轻薄便携学生手提超薄超极本游戏笔记本电脑 白色 E2-9010/8G/500G+120G固态
外星人（Alienware）,外星人Alienware15.6英寸Gsync游戏笔记本电脑(八代i9-8950HK 32G 512GSSD 1T GTX1080 8G独显 酷炫灯效)
联想（Lenovo）,联想笔记本 ideapad320c 15.6英寸商务手提电脑 轻薄游戏本 定制 i5-7200U 8G/1TB+256固态 2G独显
华为（HUAWEI）,华为（HUAWEI） 荣耀MagicBook i5/i714英寸超轻薄窄边框笔记本电脑8G 256G 【爆款版】AMD锐龙5 8G 256G FHD 官方标配
华硕（ASUS）,华硕（ASUS） 旗舰店 灵耀S 2代 14英寸窄边框轻薄笔记本电脑 冰钻金 i7-8550U/8G/256GB/MX150
ThinkPad,联想ThinkPad E480（02CD）14英寸窄边框笔记本电脑（i5-8250U 8G 128G PCIeSSD+1T RX550 2G独显）黑色
华硕（ASUS）,华硕（ASUS）灵耀S2代S4300UN窄边框轻薄便携14.0英寸超薄商务办公学习游戏笔记本电脑 冰钻金 定制i5/8G/256G+1T/MX150 2G
华硕（ASUS）,华硕（ASUS） 笔记本电脑灵耀S 2代/S4000VA超轻薄窄边框14英寸便携商务办公学生手提 荣耀金 配置二i5-8250/8G/256G固态版本
