brand,product_name
戴尔（DELL）,戴尔（DELL） XPS13-9370 13.3英寸轻薄高清微窄边框i7固态硬盘笔记本电脑 i7-8550U 16G 256G固态 金色标配
ThinkPad,联想笔记本ThinkPad X1 YOGA 2018 14英寸超极本触摸屏商务办公二合一笔记本电脑 0KCD八代i5 8G 256G FHD黑
戴尔（DELL）,戴尔（DELL）Latitude5491 14英寸商用笔记本 酷睿八代 标准电压版 i7-8850H 32G1T固态 2G独显背光键盘 高分屏（1920*1080）
联想（Lenovo）,联想小新锐7000拯救者E520酷睿四核15.6英寸轻薄手提游戏本吃鸡笔记本电脑Y520/R720 i5-8300 8G 2T+128G 4G独显
戴尔（DELL）,戴尔（DELL） 笔记本灵越5370 13.3英寸8代酷睿四核轻薄金属手提超极本笔记本电脑预定 i5-8250u 核显 粉色预定 4G内存 128G固态硬盘 官网标配
联想（Lenovo）,联想（Lenovo） ideapad320 15.6英寸轻薄办公笔记本手提电脑 奔腾四核N4200 4G 128G固态+1TB机械 定制 R5M530 2G独显
联想（Lenovo）,联想笔记本电脑昭阳E52 80 15.6英寸商务办公轻薄笔记本手提电脑高清屏WIN10 3865U 4G 128G固态 定制不卡顿
苹果（Apple）,苹果（Apple） MacBook Pro 13.3英寸 2018新款/2017款苹果笔记本电脑 17款银色i5/8G/256/带bar【XX2】
苹果（Apple）,苹果（Apple） MacBook Pro13.3英寸 2018新款/2017款苹果笔记本电脑 17款灰色/256G/带Bar/MPXV2CH/A
ThinkPad,ThinkPad 联想 S2 2018（07CD）13.3英寸轻薄笔记本电脑黑色 官方标配：i5 8250u/8G/256G固态硬盘 FHD屏/指纹识别/Win10/Office)
苹果（Apple）,苹果（Apple） MacBook Air 13.3英寸苹果笔记本电脑 标配+内胆包（下单送扩展坞+键盘膜+无线鼠标） i5+8GB内存+128GB闪存【D32】
联想（Lenovo）,联想（Lenovo） 昭阳E42-80系列 14.0英寸商务办公笔记本电脑 【定制】i5-7200U 8G内存 500G 2G 显卡 指纹识别 正版win10
惠普（HP）,惠普（HP） 15.6英寸轻薄翻转触控笔记本 ENVY x360 15- BP101TX/i5/8G/256G 4G独显 win10 ips 触控屏
惠普（HP）,惠普（HP）360翻转触摸屏平板二合一13.3英寸轻薄笔记本电脑Pavilion x360 13- i7-7500U 16G 512G固态 定制 十点触控 win10) IPS屏
戴尔（DELL）,戴尔（DELL）灵越游匣G5游戏本 15.6英寸酷睿8代高清固态独显学生游戏笔记本电脑 黑 GTX1050Ti 4G独显 i5-8300H 8GB 256G ssd+1TB 定制
惠普（HP）,惠普（HP） 星14英寸轻薄办公游戏窄边框笔记本电脑 FHD IPS i7-8565U i7四核 8G 128G+1T 2G独显 标配
戴尔（DELL）,戴尔（DELL） Latitude E5480/E5490 14英寸商用办公手提笔记本电脑 i5-8250U 8G1T 2G独显 定制
联想（Lenovo）,联想小新Air14 2018款14英寸八代超薄笔记本电脑固态轻薄超极本手提本窄边框背光键盘 标配版R5【8G双通道+256G固态】荣耀银
联想（Lenovo）,联想小新Air14 2018款14英寸八代超薄笔记本电脑固态轻薄超极本手提本窄边框背光键盘 升级版R5【8G双通道+512G固态】荣耀银
戴尔（DELL）,戴尔（DELL） Latitude 5490 14英寸商务办公轻薄便携手提笔记本电脑5480升级 集显 I5-8250U 8G 1T+256G固态 定制
联想（Lenovo）,联想笔记本电脑小新Air15.6英寸八代四核i7/i5轻薄超极本商务办公学生手提游戏本AIR13升级 定制【i5-8250U 8G 512G】流光金 满血版MX150 2G 窄边框 15.6英寸
联想（Lenovo）,联想（Lenovo）昭阳E41 E42-80 14.0英寸超轻薄商务办公家用独显笔记本电脑游戏 酷睿：I7-7500 8G 360G固态 含光驱 2G独立显卡 咨询客服安装系统
联想（Lenovo）,联想（Lenovo） 拯救者R720游戏笔记本电脑 15.6英寸大屏显超轻薄高性能吃鸡本 骨灰级: i7-7700H 8G 1T 128G GTX1050 2G独显
戴尔（DELL）,戴尔（DELL） 灵越游匣游戏本G3 3579 15.6英寸8代1050Ti显卡轻薄游戏笔记本电脑 G3 i5-8300H 1050Ti 蓝色 8G内存NVMe256G固态+1T机械 定制
惠普（HP）,惠普（HP）光影精灵3升级版4 笔记本电脑游戏本15.6英寸暗影精灵3手提电脑独显 吃鸡游戏本 光影4 八代i5 1050Ti 4G（绿刃版） 配置二：8G/PCI-E128G固态+1T
小米（MI）,小米（MI） 笔记本电脑Pro 15.6英寸金属轻薄商务本 游戏独显商务办公手提电脑 i7-8550U/8G/256G固态/2G独显
惠普（HP）,惠普（HP）光影精灵3升级版4 笔记本电脑游戏本15.6英寸暗影精灵3手提电脑独显 吃鸡游戏本 光影4 八代i5 1050Ti 4G（白光版） 配置二：8G/PCI-E128G固态+1T
惠普（HP）,惠普（HP） 星14商务轻薄本笔记本电脑 金属超极本学生手提办公商用窄边框独显 时尚金 8代半i7四核/8G/128G SSD+1T/独显
惠普（HP）,惠普（HP） 薄锐ENVY13新品 13.3英寸超轻薄窄边框金属笔记本电脑13-AH 金色 I5 8265 8G 360G 2G独显
戴尔（DELL）,戴尔（DELL） 金属超极本5370 13.3轻薄便携商务办公学生游戏手提笔记本电脑 创想银 i5-8250 4GB 128GB 固态
华硕（ASUS）,华硕（ASUS） 笔记本电脑A580轻薄本商务办公学生笔记本电脑15.6英寸娱乐超薄窄边框笔记本电脑 尊贵金 i3-7100U 官方标配 500G 4G内存 2G独显
华硕（ASUS）,华硕（ASUS） 华硕顽石畅玩版A480 酷睿i3固态独显学生办公商务游戏轻薄本笔记本电脑 星空灰：I3-7100U/GT930 2G独显 官方配置：4G/500G
联想（Lenovo）,联想小新潮7000 14英寸独显窄边框八代四核金属超极本商务办公超轻薄笔记本电脑便携手提家用游戏本 标配款 I7-8550U/8G 1T+128G固态 2G独显 Win10
戴尔（DELL）,戴尔（DELL）燃7000 3代 灵越14.0英寸8代轻薄窄边框笔记本电脑轻薄便携本PCI-E固态 粉色 MX150 2G独显 四核i7-8565U 8GB 256GSSD NVME 标配
联想（Lenovo）,联想（Lenovo） V130轻薄笔记本电脑商务办公手提15.6英寸V110升级款 定制3865U 4G 500+128固态集成W10
戴尔（DELL）,戴尔（DELL） 全新灵越游匣G3 3579造梦版 八代标压15.6英寸游戏笔记本电脑 黑色四核i5 GTX1050Ti 4G独 8GB 256G固态+1TB 定制版
联想（Lenovo）,联想拯救者Y7000 15.6英寸吃鸡游戏笔记本电脑超窄边框IPS全面屏学生手提i5 独显4G 8G 1T GTX1050TI 4G独显 标配
ThinkPad,ThinkPad 联想 T480（3NCD）14英寸商务轻薄手提笔记本电脑i5-7300u 8GB内存 500GB机械硬盘 0+6芯 Win10
戴尔（DELL）,戴尔（DELL） INS灵越15ER-3568 3576 15.6英寸全高清笔记本电脑 15E-8525 酷睿四核I5 2G独显 8G/128G固态/500G机械 定制版
戴尔（DELL）,戴尔（DELL） 旗舰店 燃5000 高清大屏15.6英寸轻薄游戏笔记本手提商务电脑灵越 皓月白 i5-8250U/15.6英寸FHD屏 疾速版 4G/128G PCIE/2G定制
惠普（HP）,惠普（HP） 小欧 14英寸办公家用游戏笔记本电脑 i5-8250U四核 2G独显 i5 4G 1T+128固态 2G独显 升级
联想（Lenovo）,联想（Lenovo） V310 15.6英寸商务办公笔记本电脑 轻薄手提 i5-7200U 定制4G 500G+128固态 独显 改win7 2G独显
联想（Lenovo）,联想笔记本 扬天V330 15.6英寸八代四核i5 商务办公笔记本电脑 轻薄手提本 定制i5-8250U/4G/500G+128G固态 2G独显
戴尔（DELL）,戴尔（DELL） 灵越飞匣3000 14英寸i5八代四核独显手提学生笔记本电脑 黑色AMDR520独显四核I5-8250U 8G内存 1T机械+128G固态 定制
戴尔（DELL）,戴尔（DELL） 灵越飞匣14ER/15ER i5/i7轻薄商务办公学生手提15.6英寸笔记本电脑 14ER i5-8250U 黑色 定制/8G/1T+128G固态
戴尔（DELL）,戴尔（DELL） 灵越飞匣14E-8525B 14英寸i5/i7手提商务办公上网笔记本电脑 热卖一 i5八代/8G/128G+1T
戴尔（DELL）,戴尔（DELL） 灵越飞匣 14E-3476/15E-3576商务办公轻薄本学生游戏本笔记本电脑 尊享版 14英寸/i5/8G/128G+1T 炫酷黑 2G独显
联想（Lenovo）,联想轻薄本扬天v130酷睿i5-7200U游戏本超商务本超便携手提学生超极本v110升级笔记本电脑 升级推荐【定制八】8G内存/1T+120G固态 2G独显 15.6英寸 宇宙灰
华为（HUAWEI）,华为（HUAWEI）MateBook D15.6八代i5/i7轻薄微边框2G笔记本微边框 i7-8550U/8G/128G+1T/MX150 银色
微软（Microsoft）,微软（Microsoft） Surface Laptop 2 笔记本 13.5英寸8代i5男女办 【亮铂金】I7 256G储存/8G内存 标配+订购豪礼+3.0网卡适配器
微软（Microsoft）,微软（Microsoft） Surface Laptop 2 笔记本 13.5英寸8代i5男女办 【灰钴蓝】I7 256G储存/8G内存 标配+订购豪礼+3.0网卡适配器
微软（Microsoft）,微软（Microsoft） 微软 Surface Laptop2笔记本电脑男女性办公轻薄便携 【深酒红】i7 256G存储/8G内存 官方标配
戴尔（DELL）,戴尔（DELL）银河战舰成就7000 15.6英寸 标压独显办公电竞游戏笔记本电脑 指纹 背光键盘 i5-8300H GTX1050 4G独显 (8GB 256G固态+1T)蓝牙 背光键盘 定制
微软（Microsoft）,微软（Microsoft） Surface Laptop 触控超级笔记本 13.5英寸 办公优选 i5-7200U/4G/128GB【亮铂金】 官方标配
惠普（HP）,惠普（HP） 官方授权店 envy13新品 13英寸超轻薄笔记本电脑 商用办公笔记本PCIE固态 银色/i5-8265U/8G/256G固态 72%色域IPS屏幕 指纹识别（2G独显）
联想（Lenovo）,联想（Lenovo）小新潮7000笔记本电脑 2018新款14英寸超轻薄窄边框便携商务办公手提本 A6-9225 8G 1T+128G 2G
戴尔（DELL）,戴尔（DELL） 灵越5370 13.3英寸8代酷睿四核超极本商务办公轻薄笔记本电脑 金属便携手提本 5370-2505S i5-8250U 超动银 4G内存 128G PCIE 官方标配
小米（MI）,小米（MI） 【新品】笔记本电脑15.6英寸轻薄独显便携商务办公学生超薄游戏商用上网超级本 【定制】 i5 8G 128+1T独显2G
ThinkPad,【8代i7】联想ThinkPad T480系列 14英寸超级本超轻薄商务办公T系列笔记本电脑 i7 8550u 8G 128+1T独显@0PCD 2升配至16G内存+256G固态+1TB双硬盘
ThinkPad,ThinkPad 联想 T580（0JCD）15.6英寸FHD轻薄高性能笔记本电脑 i7-8550u 升级至：16G 256G固态+1TB机械盘 MX150-2G独显/Win10/Office)
戴尔（DELL）,戴尔（DELL） 灵越游匣G7游戏本7588-1865W 15.6英寸八代标压I7六核游戏笔记本电脑 GTX1060MQ独显6G黑色六核I7-8750H 32G内存 1T机械+512G固态 定制
神舟（HASEE）,神舟（HASEE） 战神Z7M-KP7G1 7代I7/8代I7 GTX1050TI游戏笔记本电脑 Z7M-KP5GC 官方标配
联想（Lenovo）,联想昭阳商务笔记本电脑E52 80 E53 80 15.6英寸手提电脑I7双核四核2G独显 I7-8550U四核 8G 1TB 2G独显
戴尔（DELL）,戴尔（DELL） Latitude 5490 14英寸8代I5商用办公轻薄手提笔记本电脑5480升级 I5 8G 256G固态 定制 3年上门服务
ThinkPad,ThinkPad 联想R480（01CD）14英寸四核轻薄商务笔记本电脑 （四核i5-8250u 8G 128G+500G 指纹识别+Win10系统+Office2016）
ThinkPad,联想ThinkPad 锐E580 0RCD 15.6英寸大屏商务吃鸡游戏笔记本电脑 RX550独显 四核i5-8250U 标配 8G内存 定制升级至1T+128G双硬盘
戴尔（DELL）,戴尔（DELL） 金属超极本 灵越5000系列 13.3英寸超薄轻薄手提学生游戏办公商务笔记本电脑 不凡银/背光键盘/IPS高分屏 i5 16G 512GB固态 2GB独显 定制
戴尔（DELL）,戴尔（DELL）游匣g3 3579 15.6英寸IPS高清屏i7六核心游戏本轻薄固态笔记本电脑4G独 i5-8300H GTX1050TI -4G独显 定制8G内存/256Pci-E+1TB
惠普（HP）,惠普（HP） 星系列 14英寸 笔记本电脑微边框轻薄本 全金属商务本 学生游戏【新品上市】 静谧银（八代CPU增强版） 官标配：i7/8G/128G+1T/MX150
华硕（ASUS）,华硕（ASUS）笔记本电脑超薄超极本灵耀U3100轻薄手提全金属8代处理器 U3100 i5/8G/256G固态 石英灰
戴尔（DELL）,戴尔（DELL） 魔方灵越5000 Ins13MF 13.3英寸翻转触控平板笔记本电脑 R4205TA 4415U 银色 8GB内存 500GB机械 定制版本
华硕（ASUS）,华硕（ASUS） 灵耀S4100VN独显窄边框轻薄便携14.0英寸商务办公笔记本电脑超清屏金属超极本 石英灰S4200/GT940 2G独显 I7-8550U/16G1T128SSD/2G独显
戴尔（DELL）,戴尔（DELL） 灵越飞匣14E 3476 14.0英寸八代四核轻薄手提学生影音游戏笔记本电脑 i5-8250u 黑色 8G内存 256G固态硬盘 定制版
联想（Lenovo）,联想小新潮7000 2018新款14/15.6英寸独显超薄本轻薄笔记本电脑超极本商用办公手提本 14英寸【8G/500G+128G固态】升级 5系2G独显 荣耀银 窄边框 高清屏
华硕（ASUS）,华硕（ASUS） 旗舰店 顽石A480 14英寸办公娱乐笔记本电脑 绚丽红 i5-8250U/4G/500GB/GF930
惠普（HP）,惠普（HP）小欧14英寸笔记本电脑轻薄窄边框便携校园学生手提电脑 全新一代小欧HP14S 星空银：i5-8250/核显（高清屏） 配置一：4G/128G固态
神舟（HASEE）,神舟（HASEE） 战神T6-X5/X7七代I5 GTX1050独显吃鸡学生游戏笔记本手提电脑 战神T6-X7 官方标配(8G 128G+1TB)
APPLE,APPLE 苹果/Apple MacBook Air 13.3英寸笔记本电脑 苹果电脑 MQD32CH/A 双核i5/8GB内存/128GB闪存
华为（HUAWEI）,华为（HUAWEI） 华为MateBook E 12英寸PC平板电脑二合一 轻薄商务办公笔记本电脑 i5 8G 128G钛银灰/蓝色键盘 官方标配（含扩展坞）+Type-C转网卡适配器
外星人（alienware）,外星人（alienware） Alienware15.6英寸Gsync屏游戏笔记本电脑 8750H 1060 6G独显 FHD 16G 128GSSD+1TB HDD
ThinkPad,ThinkPad 联想 X1 carbon G6 2018新款14英寸IBM 商务笔记本电脑 I7-8550 2560*1440P WQHD屏 16G内存+512G PCIE固态硬盘
ThinkPad,ThinkPad 联想 P52s (05CD) 15.6英寸移动图形工作站笔记本电脑i7-8550 定制升级：8GB 128G+1TB机械
ThinkPad,联想ThinkPad New S2 2018款 13.3英寸ibm商务轻薄超极本手提笔记本电脑 触控指纹i5-8250U 256G @08CD 方案三(换成16G DDR4内存+1TB 纯固态)
ThinkPad,联想笔记本电脑ThinkPad R480开创者 2018款 14英寸轻薄便携商务办公手提超薄本电脑 0NCD）i7-8550U 2G独显 FHD屏 32G内存 512G固态+1TB机械双硬盘
ThinkPad,ThinkPad 联想 黑侠E580 i5/i7 15.6英寸轻薄商务办公游戏便携手提笔记本电脑 @0FCD:i5 8G 128G固态+1T
ThinkPad,ThinkPad 联想 黑侠E580 0FCD 15.6英寸商务办公ibm窄边框笔记本电脑 标配版丨8G内存 1T+128G硬盘 i5-8250U 2G独显 FHD WIN10
惠普（HP）,惠普（HP） Pavilion 14英寸 窄边框 轻薄 独显 四核 高清游戏本电脑 星系列 金色 MX150 套餐C i5/8G/256G固态+1TB
惠普（HP）,惠普（HP） 薄锐系列ENVY 13.3英寸窄边框金属轻薄 四核i5/I7家用办公笔记本电脑 i5-8265U 8G 360G固态 指纹 72％ 核心显卡 IPS【香槟金】
惠普（HP）,惠普（HP） 薄锐系列ENVY 13.3英寸窄边框金属轻薄 四核i5/I7家用办公笔记本电脑 i5-8265U 8G 360G固态 指纹 72％ 核心显卡 IPS【月光银】
惠普（HP）,惠普（HP） 薄锐ENVY13新品 13.3英寸超轻薄窄边框金属笔记本电脑13-AH 银色 I5 8250 8G 360G 集显
惠普（HP）,惠普（HP） 小欧HP15-BX系列 15.6英寸轻薄便携商用办公家用校园学生游戏影音娱乐手提笔记本 标配A10-9620四核 4G 256G固态 R7-M530 2G独显 FHD高清屏 WIN10
惠普（HP）,惠普（HP） 星 14八代酷睿i3 14英寸轻薄笔记本电脑 14-CE0025TU i3-8130U 银色 8G 1TB+16G傲腾 UMA Win10
华硕（ASUS）,华硕（ASUS） 旗舰店 灵耀U5100UQ 轻薄15.6英寸窄边框笔记本手提电脑 配置三 尊爵蓝i5-7200U/8G/256G固态
全国联保,全国联保 Thinkpad P52 P51 专业移动图形工作站 LENOVO 联想笔记本电脑 P1 P52 i7-8750H/P1000显卡/FHD 16G内存 500G+512G PCIe升级
海尔（Haier）,海尔（Haier）凌越DS 15.6英寸移动图形工作站专业设计笔记本(I7-7700HQ 16G 1T+256G P3000 6G独显 72%NTSC)
ThinkPad,【可选16G内存】联想ThinkPad P52s 专业移动图形工作站15.6英寸大屏设计师笔记本电脑 背光键盘】i7 8G 128G+500G双硬盘 15CD升配(i7-8550u1.8睿频至4.0
惠普（HP）,惠普（HP） 幽灵Spectre 13.3英寸幽灵超轻薄窄边框笔记本电脑 13-af 004TU【i7-8550U 8G 512G】白 触屏 FHD Win10系统
戴尔（DELL）,戴尔（DELL） XPS13-9370 13.3英寸八代固态高清轻薄微边框笔记本电脑 1705金 预订：i7/8G/256G SSD
ThinkPad,联想ThinkPad S5黑将15.6英寸IBM游戏笔记本电脑GTX1050Ti 2G独显 07CD 背光键盘 i7-7700HQ 32G内存+1TB机械+256G固态 定制I
联想（Lenovo）,联想超极本 YOGA920 (YOGA6 PRO) 13.9英寸轻薄触摸屏二合一 笔记本电脑 超薄本 星空银 新8代i7-8550 8G内存 512G固态
ThinkPad,ThinkPad 联想 T580系列15.6英寸轻薄商务办公笔记本电脑i7-8550u 8G内存 128G+1TB双硬盘@05CD 2G独显 FHD屏 指纹识别 Win10
ThinkPad,ThinkPad 联想 S2 Yoga 2018（02CD）13.3英寸翻转触控轻薄笔记本电脑 （i7-8550U16G 512G PcieSSD FHD触控屏 背光键盘 指纹识别）黑色
ThinkPad,联想ThinkPad X1 TABLET EVO 2018款 13英寸3K屏超薄平板二合一笔记本电脑 04CD）i5-8250U 8GB内存 NFC 256G固态硬盘+内置4G上网模块
微星（MSI）,微星（MSI） P65创造者 8代I7超薄窄边框笔记本电脑 15.6英寸纯固态游戏本 I7-8750H GTX1050Ti 4G独显 16G内存 512G PCIe固态硬盘
联想（Lenovo）,联想（Lenovo） 小新Air pro 13.3英寸超轻薄笔记本电脑超极本家用办公便携手提 皓月银 i7-7500U 8G 256G固态 标配 940MX 2G独显 win10
戴尔（DELL）,戴尔（DELL） 全新灵越游匣G3 3579造梦版 八代标压15.6英寸游戏笔记本电脑 黑色四核i5 GTX1050Ti 4G独 8GB 128G固态+1TB 标配版
联想（Lenovo）,联想笔记本 小新潮7000 超薄手提电脑 13.3英寸轻薄窄边框学生商务办公本 i7/8G内存/256G固态/2G独显/香槟金
惠普（HP）,惠普（HP） 薄锐系列八代酷睿处理器13.3英寸超轻薄笔记本电脑 ENVY13- AH1000TU银i5-8265U 8G 256G IPS FHD win10
惠普（HP）,惠普（HP） 星系列 畅游人Pavilion x360 14英寸轻薄便携翻转触控屏指纹识别笔记本电脑 标配 八代i5 8G PCIE256G 2G独显 MX130 指纹 FHD高清触控屏 翻转背光变形
ThinkPad,联想ThinkPad 锐/E580 15.6英寸ibm商务办公金属窄边框超极本游戏轻薄商务笔记本电脑 i5 8G 128G固+1T【01CD升配】 【intel智能处理器 Win10正版系统】
联想（Lenovo）,联想（Lenovo） Ideapad720S 13.3英寸1.1KG超轻薄8代i5金属办公笔记本电脑 i5-8250U（8G内存/256G固态）玛瑙黑 WIN10系统 薄13.6MM
联想（Lenovo）,联想（Lenovo） YOGA920(YOGA6 PRO)13.9英寸i7超轻薄触控笔记本电脑 傲娇银i7-8550U 8G 512固态 蓝牙笔
惠普（HP）,惠普（HP）新版战66 Pro 14英寸轻薄笔记本电脑 满血版 窄边框商务制图笔记本 i5-8250 8G Turbo 128G+500G 标压MX150 2G独显
华硕（ASUS）,华硕（ASUS） 灵耀U4100UN轻薄14英寸商务金属笔记本电脑固态本S 石英灰 【配置一i5】8G/256G/MX150独显
ThinkPad,联想ThinkPad 锐E580 15.6英寸大屏商务游戏办公笔记本电脑 2018款 酷睿四核i5-8250U 8G内存128G+500G双硬盘@28CD
ThinkPad,ThinkPad 联想 E480（0QCD）14英寸轻薄游戏商务笔记本电脑定制升级方案 升级至:8GB内存256G+1TB机械硬盘 RX550-2G/FHD/Win10 Office
戴尔（DELL）,戴尔（DELL） 金属超极本 灵越5000系列 13.3英寸超薄轻薄手提学生游戏办公商务笔记本电脑 元気粉/背光键盘/IPS高分屏 i5 16G 512GB固态 2GB独显 定制
联想（Lenovo）,联想（Lenovo） 昭阳E42-80商用办公笔记本电脑 可改win7系统 i7-7500U 8G 512G固态 独显 定制
惠普（HP）,惠普授权店 ENVY博锐系列轻薄13.3英寸笔记本八代四核处理器商用出差家用便携办公笔记本电脑 【星空银】超极本 13英寸i5-8265u/8G/256G SSD
ThinkPad,联想ThinkPad 2018新品R480 14英寸酷睿8代四核手提笔记本电脑轻薄便携商务办公 酷睿i5四核处理器 @1ACD 8G内存/1T+128G固态 《定制G》
华硕（ASUS）,华硕（ASUS） 灵耀U4000升级版U4100UN 14英寸笔记本电脑八代I5窄边框金属轻薄本手提 玫瑰金 i5-8250/8G/256G固态/2G独显
华硕（ASUS）,华硕（ASUS） X542顽石五代游戏笔记本15.6英寸i5-8250U学生手提电脑4G独显（P） 荣耀金 8代i5/4G/500G HDD官方标配
ThinkPad,ThinkPad 联想 S2 0DCD 2018新款笔记本电脑 13.3英寸商务超极本轻薄手提超 官方标配 4G内存 128G固态 C3965U/金属A面/win10
戴尔（DELL）,戴尔（DELL） 成就5000 5468 新品14英寸金属商务办公手提笔记本电脑 高清背光 I5-7200U HD620核显 银色 4G/256G固态 官方标配
惠普（HP）,惠普（HP） 14英寸笔记本电脑 家用商务娱乐游戏手提上网本 小欧系列i5七代 2G独显 8G内存128固态+500G 升级版
戴尔（DELL）,戴尔（DELL） 14E 3476 8725B 灵越14英寸商务笔记本办公电脑 2G独显 新品3476 酷睿七代 i5 8G+128G+1TB机械 定制版
华硕（ASUS）,华硕（ASUS） 旗舰店 A580UR商务办公15.6英寸手提笔记本电脑 白色 i5-8250U/4G/500G 机械硬盘
联想（Lenovo）,联想（Lenovo） ideapad310S轻薄笔记本15.6英寸办公手提电脑i5-7200U 定制4G内存 256G固态 2G独显 win10
惠普（HP）,惠普（HP） 14英寸商务笔记本电脑 轻薄手提电脑 HP246 G6/240 G6 定制 i5/4G/500G+128G/2G win10 黑色
ThinkPad,联想ThinkPad E480 14英寸商务手提轻薄便携游戏办公笔记本电脑 :酷睿i3 4G内存256G固态硬盘@1ACD
小米（MI）,小米（MI） Air 超极本 12.5英寸笔记本电脑 金属超轻薄本商务办公手提上网本 小米笔记本 【银色】M-7Y30 4G 256G 全高清屏 背光键盘 Win10正版office
联想（Lenovo）,联想（Lenovo） 扬天V110 15.6英寸轻薄便携商务家用娱乐办公笔记本电脑 定制升级为：i5-7200U 8G 1T+128G R5-2G独显 Win10 曜石黑色
联想（Lenovo）,联想 小新潮7000 2018款14英寸超薄本金属超极本商务办公轻薄手提笔记本电脑A9-9425 银色【8G/256G固态 定制版】 窄边框 win10
惠普（HP）,惠普（HP） 畅游人星系列 星14英寸/15.6英寸学生轻薄商务办公超极本家用手提超薄本笔记本电脑 标配i3-8130U 4G 1T+16G傲腾 集成 显卡 轻薄窄边框 静谧银 Win10
小米（MI）,小米（MI）Ruby笔记本15.6英寸金属轻薄笔记本电脑 预装正版系统和office软件 全高清大屏 标配：i5八代 4G 1T+128G 2G独显
联想（Lenovo）,联想IdeaPad330c 15.6英寸八代酷睿I5/I7超高性能笔记本电脑轻薄商务本办公笔记本 定制版:i5-8250U 4G+1T MX110 2G 黑色 15.6英寸
宏碁（acer）,宏碁（acer） 宏基翼舞E5-576G轻薄游戏本15.6英寸学生商务办公笔记本电脑正版win10 MX130-2G独显/1080P全高清屏 酷睿i5【8G内存 256G固态 标配】
戴尔（DELL）,戴尔（DELL） 戴尔Ins15-5565-R1945 2225 15.6英寸办公影音笔记本电脑 四核 N3450 独显 2G 无光驱 8G内存 256G固态硬盘 定制版
华硕（ASUS）,华硕（ASUS） 笔记本电脑超薄灵耀U4100UN商务办公14英寸游戏办公手提轻薄本 i5-8250/8G/256G固态 水晶灰
戴尔（DELL）,戴尔（DELL） Latitude E3480升级E3490 14英寸商务办公学生轻薄手提笔记本电脑 I3-6006U 4G/500G/集显/WIN10 系统
华硕（ASUS）,华硕（ASUS） 官方旗舰店X441 商务时尚轻薄学生本14英寸办公笔记本手提电脑 红色 X441MB四核 N5000/4G/MX110
联想（Lenovo）,联想笔记本电脑v110超轻薄便携手提办公家用影音学生上网本娱乐2G独显DVD正版win10企业采购 【定制一】E2-9010 4G内存+120G固态 14英寸 2G独显 黑色
雷蛇（Razer）,雷蛇（Razer） 灵刃潜行版 13.3英寸笔记本 i7-8550U 16G 256G固态 3K触控屏
联想（Lenovo）,联想（Lenovo） 小新Air14 2018款超轻薄窄边框学生娱乐手提14英寸独显办公笔记本电脑 流光金 标配：i5-8250U/8G/256G /MX150-2G独显/office2016
华为（HUAWEI）,华为（HUAWEI） 笔记本 MateBook E 12英寸二合一平板电脑 轻薄商务本超极本 i5+8G+128G香槟金｜棕色键盘 官方标配
惠普（HP）,惠普（HP） 薄锐ENVY13新品 13.3英寸超轻薄窄边框金属笔记本电脑13-AH 金色 I5 8250 8G 360G 集显
联想（Lenovo）,联想Ideapad320S 15.6英寸 酷睿I5 轻薄商务办公学生游戏超极本笔记本电脑 超薄本 星光银-15.6英寸 I5-7200 4GB内存 1TB硬盘：定制
联想（Lenovo）,联想超轻薄笔记本ideapad320C-15 商务办公手提电脑15.6英寸小新潮本学生娱乐固态性能本 定制i5-7200U/8G/256G固态/2G
华为,华为(HUAWEI)笔记本MateBook D超轻薄15.6英寸2018新款学生电脑王者荣耀笔记本 【银色】标配丨I7/8G/128G/1T+独显
华为（HUAWEI）,华为（HUAWEI）笔记本 MateBook X 13英寸轻薄笔记本电脑2K屏指纹金属超极本 深空灰 I5 4G 256G固态 拓展坞
ThinkPad,ThinkPad 联想 S5黑将 0UCD 15.6英寸游戏商务办公笔记本电脑 定制A i7-7700HQ/16G/256G+1T FHD/GTX1050Ti/背光键盘/OFFICE
ThinkPad,ThinkPad 联想 T480s系列14英寸商务超轻薄超极便携手提笔记本电脑 i7-8550u 16G 256G@2XCD定制 2G独显 FHD 背光键盘 Win10
ThinkPad,ThinkPad 联想T480s（20L7002XCD）14英寸高性能轻薄商务笔记本电脑 升级至：i7-8550u/16G/256G固态硬盘 2G独显 FHD 背光键盘Win10 Office
戴尔（DELL）,戴尔（DELL）灵越游匣G7游戏本 7588 I7八代六核笔记本1060MQ IPS【15.6英寸】 黑色I7-8750H 6G独显 定制版三：32G内存/256G固态+1T机械硬盘
ThinkPad,联想ThinkPad T480系列 14英寸便携商务办公笔记本电脑：酷睿四核i7-8550U 16G内存256GB+1TB@0PCD定制
外星人（Alienware）,外星人（Alienware） 戴尔18年 17R5R4 17.3英寸吃鸡高性能游戏笔记本电脑1080 i7-8750H 8G 1080P 1060oc 1T机械+256G固态
ThinkPad,ThinkPad 联想 S5黑将 0YCD 15.6英寸游戏本商务办公手提笔记本电脑 标配 i5-7300HQ/8G/128G
联想（Lenovo）,联想小新潮7000 13.3英寸高色域屏超轻薄办公笔记本手提电脑 2018新款 酷睿8代处理器 i7-8550U 8G内存 256G固态 金色定制 MX150 2G独显
惠普（HP）,惠普（HP） 小欧 15.6英寸四核高清办公游戏笔记本电脑 2G独显 FHD Win10 银色 i5-8250U 16G内存 256G固态+1TB机械硬盘
